GAME_DATE_EST,GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
3/7/2022,22100970,1610612748,1610612745,2021,1610612748,123,0.538,0.786,0.452,26,50,1610612745,106,0.443,0.682,0.302,22,33,1
3/7/2022,22100971,1610612750,1610612757,2021,1610612750,124,0.413,0.795,0.302,21,67,1610612757,81,0.277,0.737,0.25,11,42,1
3/7/2022,22100972,1610612742,1610612762,2021,1610612742,111,0.443,0.8,0.37,19,43,1610612762,103,0.434,0.792,0.387,22,45,1
3/7/2022,22100973,1610612759,1610612747,2021,1610612759,117,0.548,0.533,0.346,28,47,1610612747,110,0.473,0.696,0.308,19,43,1
3/7/2022,22100528,1610612743,1610612744,2021,1610612743,131,0.548,0.707,0.313,39,41,1610612744,124,0.511,0.739,0.425,29,41,1
3/7/2022,22100974,1610612758,1610612752,2021,1610612758,115,0.488,0.722,0.344,23,40,1610612752,131,0.511,0.826,0.429,19,47,0
3/6/2022,22100960,1610612738,1610612751,2021,1610612738,126,0.482,0.763,0.472,25,37,1610612751,120,0.506,0.9,0.444,24,45,1
3/6/2022,22100961,1610612749,1610612756,2021,1610612749,132,0.54,0.793,0.469,31,48,1610612756,122,0.538,0.727,0.452,33,27,1
3/6/2022,22100963,1610612764,1610612754,2021,1610612764,133,0.523,0.813,0.405,33,36,1610612754,123,0.518,0.862,0.323,28,42,1
3/6/2022,22100964,1610612745,1610612763,2021,1610612745,123,0.524,0.667,0.382,23,45,1610612763,112,0.454,0.704,0.192,27,40,1
3/6/2022,22100965,1610612760,1610612762,2021,1610612760,103,0.424,0.895,0.2,20,47,1610612762,116,0.449,0.765,0.442,27,48,0
3/6/2022,22100962,1610612739,1610612761,2021,1610612739,104,0.459,0.652,0.306,24,58,1610612761,96,0.394,0.615,0.25,17,45,1
3/6/2022,22100967,1610612743,1610612740,2021,1610612743,138,0.54,0.791,0.303,32,47,1610612740,130,0.475,0.69,0.424,30,49,1
3/6/2022,22100966,1610612746,1610612752,2021,1610612746,93,0.375,0.727,0.324,17,43,1610612752,116,0.472,0.633,0.448,19,57,0
3/5/2022,22100954,1610612742,1610612758,2021,1610612742,114,0.476,0.741,0.389,22,39,1610612758,113,0.489,0.667,0.36,24,45,1
3/5/2022,22100955,1610612766,1610612759,2021,1610612766,123,0.462,0.793,0.381,29,50,1610612759,117,0.459,0.8,0.297,28,51,1
3/5/2022,22100956,1610612748,1610612755,2021,1610612748,99,0.486,0.842,0.464,20,38,1610612755,82,0.341,0.826,0.171,13,41,1
3/5/2022,22100957,1610612763,1610612753,2021,1610612763,124,0.5,0.667,0.412,25,55,1610612753,96,0.43,0.688,0.314,25,41,1
3/5/2022,22100958,1610612750,1610612757,2021,1610612750,135,0.565,0.828,0.405,36,42,1610612757,121,0.471,0.833,0.421,24,41,1
3/5/2022,22100959,1610612747,1610612744,2021,1610612747,124,0.494,0.857,0.439,25,47,1610612744,116,0.5,0.474,0.441,22,41,1
3/4/2022,22100946,1610612765,1610612754,2021,1610612765,111,0.447,0.667,0.5,28,52,1610612754,106,0.39,0.643,0.25,24,55,1
3/4/2022,22100947,1610612755,1610612739,2021,1610612755,125,0.547,0.906,0.424,23,30,1610612739,119,0.537,0.875,0.357,30,41,1
3/4/2022,22100948,1610612764,1610612737,2021,1610612764,114,0.541,0.889,0.483,37,41,1610612737,117,0.418,0.824,0.361,18,39,0
3/4/2022,22100458,1610612761,1610612753,2021,1610612761,97,0.398,0.647,0.324,22,54,1610612753,103,0.379,0.952,0.297,24,55,0
3/4/2022,22100949,1610612741,1610612749,2021,1610612741,112,0.5,0.727,0.385,25,40,1610612749,118,0.489,0.667,0.323,20,50,0
3/4/2022,22100950,1610612740,1610612762,2021,1610612740,124,0.515,0.765,0.306,29,52,1610612762,90,0.348,0.654,0.268,15,52,1
3/4/2022,22100951,1610612760,1610612750,2021,1610612760,101,0.43,0.857,0.257,19,39,1610612750,138,0.538,0.783,0.468,35,41,0
3/4/2022,22100952,1610612743,1610612745,2021,1610612743,116,0.453,0.806,0.394,27,41,1610612745,101,0.458,0.682,0.278,25,44,1
3/4/2022,22100953,1610612756,1610612752,2021,1610612756,115,0.447,0.815,0.5,28,33,1610612752,114,0.465,0.7,0.448,23,49,1
3/3/2022,22100710,1610612737,1610612741,2021,1610612737,130,0.524,0.857,0.45,26,33,1610612741,124,0.591,0.857,0.538,30,32,1
3/3/2022,22100940,1610612738,1610612763,2021,1610612738,120,0.517,0.8,0.432,33,51,1610612763,107,0.424,0.769,0.325,24,44,1
3/3/2022,22100941,1610612751,1610612748,2021,1610612751,107,0.47,0.773,0.387,24,30,1610612748,113,0.519,0.821,0.333,27,35,0
3/3/2022,22100942,1610612761,1610612765,2021,1610612761,106,0.434,0.75,0.269,12,41,1610612765,108,0.452,0.75,0.297,25,42,0
3/3/2022,22100943,1610612742,1610612744,2021,1610612742,122,0.529,0.75,0.459,29,32,1610612744,113,0.543,0.769,0.5,26,37,1
3/3/2022,22100944,1610612759,1610612758,2021,1610612759,112,0.495,0.5,0.375,28,40,1610612758,115,0.459,0.844,0.313,26,49,0
3/3/2022,22100945,1610612746,1610612747,2021,1610612746,132,0.548,0.867,0.63,32,46,1610612747,111,0.488,0.773,0.343,26,36,1
3/2/2022,22100932,1610612739,1610612766,2021,1610612739,98,0.468,0.667,0.323,21,37,1610612766,119,0.506,0.727,0.447,32,45,0
3/2/2022,22100933,1610612753,1610612754,2021,1610612753,114,0.454,0.8,0.313,22,52,1610612754,122,0.436,0.8,0.324,23,54,0
3/2/2022,22100934,1610612755,1610612752,2021,1610612755,123,0.52,0.848,0.472,24,43,1610612752,108,0.429,0.688,0.286,20,40,1
3/2/2022,22100935,1610612745,1610612762,2021,1610612745,127,0.5,0.667,0.412,27,34,1610612762,132,0.549,0.708,0.357,32,49,0
3/2/2022,22100936,1610612749,1610612748,2021,1610612749,120,0.451,0.889,0.389,22,52,1610612748,119,0.454,0.833,0.477,28,48,1
3/2/2022,22100937,1610612740,1610612758,2021,1610612740,125,0.591,0.833,0.379,30,50,1610612758,95,0.393,0.68,0.229,20,38,1
3/2/2022,22100938,1610612743,1610612760,2021,1610612743,107,0.444,0.882,0.261,25,47,1610612760,119,0.506,0.714,0.552,24,50,0
3/2/2022,22100939,1610612756,1610612757,2021,1610612756,120,0.5,0.839,0.389,32,46,1610612757,90,0.385,0.76,0.355,22,35,1
3/1/2022,22100926,1610612764,1610612765,2021,1610612764,116,0.5,0.808,0.5,29,42,1610612765,113,0.478,0.826,0.296,23,43,1
3/1/2022,22100927,1610612738,1610612737,2021,1610612738,107,0.47,0.947,0.314,27,47,1610612737,98,0.434,0.792,0.226,15,37,1
3/1/2022,22100928,1610612761,1610612751,2021,1610612761,109,0.456,0.87,0.304,27,48,1610612751,108,0.5,0.737,0.4,21,37,1
3/1/2022,22100929,1610612745,1610612746,2021,1610612745,100,0.396,0.647,0.333,21,45,1610612746,113,0.438,0.941,0.419,24,55,0
3/1/2022,22100930,1610612750,1610612744,2021,1610612750,129,0.528,0.826,0.4,27,42,1610612744,114,0.456,0.864,0.289,26,40,1
3/1/2022,22100931,1610612747,1610612742,2021,1610612747,104,0.451,0.8,0.412,22,37,1610612742,109,0.5,0.63,0.286,24,45,0
2/28/2022,22100920,1610612739,1610612750,2021,1610612739,122,0.527,0.853,0.405,29,38,1610612750,127,0.547,0.789,0.429,30,31,0
2/28/2022,22100921,1610612753,1610612754,2021,1610612753,119,0.469,0.773,0.324,29,39,1610612754,103,0.486,0.72,0.417,22,39,1
2/28/2022,22100726,1610612751,1610612761,2021,1610612751,97,0.384,0.792,0.343,23,45,1610612761,133,0.515,0.591,0.474,35,47,0
2/28/2022,22100922,1610612748,1610612741,2021,1610612748,112,0.494,0.769,0.387,28,39,1610612741,99,0.488,0.667,0.241,23,38,1
2/28/2022,22100923,1610612763,1610612759,2021,1610612763,118,0.539,0.579,0.423,24,55,1610612759,105,0.414,0.737,0.281,30,38,1
2/28/2022,22100924,1610612749,1610612766,2021,1610612749,130,0.44,0.865,0.4,25,62,1610612766,106,0.387,0.625,0.359,22,40,1
2/28/2022,22100925,1610612760,1610612758,2021,1610612760,110,0.465,0.704,0.314,28,38,1610612758,131,0.563,0.767,0.323,30,46,0
2/27/2022,22100912,1610612752,1610612755,2021,1610612752,109,0.447,0.629,0.333,21,47,1610612755,125,0.487,0.886,0.303,28,43,0
2/27/2022,22100913,1610612756,1610612762,2021,1610612756,114,0.512,0.813,0.464,24,36,1610612762,118,0.468,0.65,0.425,23,41,0
2/27/2022,22100914,1610612754,1610612738,2021,1610612754,128,0.522,0.85,0.515,25,49,1610612738,107,0.429,0.85,0.279,25,40,1
2/27/2022,22100915,1610612766,1610612765,2021,1610612766,126,0.506,0.676,0.419,25,46,1610612765,127,0.455,0.722,0.35,30,54,0
2/27/2022,22100916,1610612745,1610612746,2021,1610612745,98,0.38,0.611,0.405,26,37,1610612746,99,0.442,0.714,0.324,18,59,0
2/27/2022,22100917,1610612744,1610612742,2021,1610612744,101,0.429,0.6,0.282,27,44,1610612742,107,0.5,0.8,0.382,16,45,0
2/27/2022,22100918,1610612757,1610612743,2021,1610612757,92,0.374,0.692,0.167,22,42,1610612743,124,0.512,0.774,0.324,28,55,0
2/27/2022,22100919,1610612747,1610612740,2021,1610612747,95,0.417,0.9,0.206,15,38,1610612740,123,0.511,0.64,0.433,29,51,0
2/26/2022,22100905,1610612765,1610612738,2021,1610612765,104,0.448,0.864,0.259,18,41,1610612738,113,0.477,0.905,0.385,31,37,0
2/26/2022,22100906,1610612737,1610612761,2021,1610612737,127,0.578,0.818,0.419,27,45,1610612761,100,0.4,0.737,0.313,25,42,1
2/26/2022,22100907,1610612739,1610612764,2021,1610612739,92,0.386,0.833,0.32,22,49,1610612764,86,0.432,0.833,0.478,19,42,1
2/26/2022,22100908,1610612748,1610612759,2021,1610612748,133,0.566,0.711,0.429,25,32,1610612759,129,0.556,0.789,0.452,33,46,1
2/26/2022,22100909,1610612741,1610612763,2021,1610612741,110,0.419,0.767,0.45,17,41,1610612763,116,0.44,0.808,0.304,23,61,0
2/26/2022,22100910,1610612749,1610612751,2021,1610612749,123,0.526,0.658,0.421,24,43,1610612751,126,0.478,0.758,0.382,24,40,0
2/26/2022,22100911,1610612743,1610612758,2021,1610612743,115,0.463,0.793,0.372,29,45,1610612758,110,0.427,0.758,0.3,24,45,1
2/25/2022,22100896,1610612766,1610612761,2021,1610612766,125,0.553,0.667,0.375,34,52,1610612761,93,0.44,0.565,0.261,18,36,1
2/25/2022,22100897,1610612754,1610612760,2021,1610612754,125,0.485,0.591,0.378,31,51,1610612760,129,0.495,0.75,0.355,23,54,0
2/25/2022,22100898,1610612753,1610612745,2021,1610612753,119,0.506,0.759,0.361,20,54,1610612745,111,0.468,0.45,0.298,22,41,1
2/25/2022,22100899,1610612764,1610612759,2021,1610612764,153,0.546,0.792,0.421,36,39,1610612759,157,0.543,0.791,0.31,35,50,0
2/25/2022,22100900,1610612752,1610612748,2021,1610612752,100,0.4,0.722,0.35,19,45,1610612748,115,0.47,0.743,0.344,22,44,0
2/25/2022,22100901,1610612750,1610612755,2021,1610612750,102,0.419,0.84,0.231,23,41,1610612755,133,0.512,0.833,0.487,30,42,0
2/25/2022,22100902,1610612756,1610612740,2021,1610612756,102,0.439,0.75,0.3,23,37,1610612740,117,0.437,0.805,0.276,21,53,0
2/25/2022,22100903,1610612762,1610612742,2021,1610612762,114,0.541,0.818,0.421,22,44,1610612742,109,0.477,1,0.436,22,30,1
2/25/2022,22100904,1610612747,1610612746,2021,1610612747,102,0.419,0.762,0.258,18,47,1610612746,105,0.494,0.684,0.385,25,47,0
2/24/2022,22100889,1610612765,1610612739,2021,1610612765,106,0.407,0.893,0.324,23,49,1610612739,103,0.442,0.676,0.343,20,43,1
2/24/2022,22100890,1610612751,1610612738,2021,1610612751,106,0.415,0.75,0.241,25,38,1610612738,129,0.541,0.741,0.405,28,48,0
2/24/2022,22100891,1610612741,1610612737,2021,1610612741,112,0.488,0.815,0.296,16,43,1610612737,108,0.423,0.667,0.286,20,45,1
2/24/2022,22100892,1610612750,1610612763,2021,1610612750,119,0.462,0.68,0.381,26,42,1610612763,114,0.388,0.725,0.29,25,59,1
2/24/2022,22100893,1610612760,1610612756,2021,1610612760,104,0.473,0.909,0.194,22,42,1610612756,124,0.535,0.905,0.382,32,43,0
2/24/2022,22100894,1610612757,1610612744,2021,1610612757,95,0.392,0.828,0.257,16,31,1610612744,132,0.511,0.844,0.366,36,46,0
2/24/2022,22100895,1610612758,1610612743,2021,1610612758,110,0.5,0.833,0.31,25,34,1610612743,128,0.558,0.85,0.429,30,39,0
2/17/2022,22100885,1610612766,1610612748,2021,1610612766,107,0.4,0.7,0.238,27,58,1610612748,111,0.402,0.652,0.292,31,56,0
2/17/2022,22100464,1610612751,1610612764,2021,1610612751,103,0.404,0.708,0.368,19,42,1610612764,117,0.554,0.813,0.5,26,38,0
2/17/2022,22100886,1610612740,1610612742,2021,1610612740,118,0.5,0.667,0.429,22,48,1610612742,125,0.537,0.72,0.475,18,38,0
2/17/2022,22100887,1610612749,1610612755,2021,1610612749,120,0.442,0.786,0.318,20,44,1610612755,123,0.5,0.852,0.353,21,46,0
2/17/2022,22100888,1610612746,1610612745,2021,1610612746,142,0.554,0.846,0.514,34,50,1610612745,111,0.462,0.737,0.351,29,35,1
2/16/2022,22100874,1610612753,1610612737,2021,1610612753,109,0.429,0.923,0.317,23,45,1610612737,130,0.5,0.786,0.545,23,47,0
2/16/2022,22100875,1610612738,1610612765,2021,1610612738,111,0.545,0.778,0.406,29,30,1610612765,112,0.462,0.769,0.533,28,47,0
2/16/2022,22100876,1610612754,1610612764,2021,1610612754,113,0.542,0.655,0.2,30,40,1610612764,108,0.429,0.813,0.459,25,44,1
2/16/2022,22100877,1610612752,1610612751,2021,1610612752,106,0.435,0.889,0.372,22,44,1610612751,111,0.439,0.609,0.324,21,51,0
2/16/2022,22100878,1610612741,1610612758,2021,1610612741,125,0.5,0.95,0.414,25,47,1610612758,118,0.512,0.909,0.4,24,36,1
2/16/2022,22100879,1610612763,1610612757,2021,1610612763,119,0.435,0.81,0.367,20,39,1610612757,123,0.506,0.75,0.406,23,43,0
2/16/2022,22100880,1610612750,1610612761,2021,1610612750,91,0.39,0.724,0.238,23,42,1610612761,103,0.455,0.789,0.32,21,48,0
2/16/2022,22100881,1610612760,1610612759,2021,1610612760,106,0.39,0.684,0.344,25,50,1610612759,114,0.439,0.818,0.294,29,57,0
2/16/2022,22100882,1610612756,1610612745,2021,1610612756,124,0.512,0.806,0.292,27,42,1610612745,121,0.433,0.857,0.295,23,49,1
2/16/2022,22100883,1610612744,1610612743,2021,1610612744,116,0.517,0.667,0.294,26,37,1610612743,117,0.473,0.81,0.389,27,48,0
2/16/2022,22100884,1610612747,1610612762,2021,1610612747,106,0.477,0.636,0.278,24,44,1610612762,101,0.468,0.842,0.333,17,41,1
2/15/2022,22100867,1610612737,1610612739,2021,1610612737,124,0.538,0.889,0.424,25,35,1610612739,116,0.511,0.833,0.39,30,39,1
2/15/2022,22100868,1610612748,1610612742,2021,1610612748,99,0.417,0.815,0.259,19,48,1610612742,107,0.447,0.636,0.439,27,38,0
2/15/2022,22100869,1610612755,1610612738,2021,1610612755,87,0.288,0.846,0.25,17,40,1610612738,135,0.561,0.818,0.556,28,51,0
2/15/2022,22100870,1610612749,1610612754,2021,1610612749,128,0.558,0.733,0.345,28,47,1610612754,119,0.505,0.421,0.415,32,41,1
2/15/2022,22100871,1610612750,1610612766,2021,1610612750,126,0.394,0.628,0.236,29,58,1610612766,120,0.412,0.757,0.242,31,62,1
2/15/2022,22100872,1610612740,1610612763,2021,1610612740,109,0.5,0.85,0.154,20,34,1610612763,121,0.5,0.63,0.294,29,49,0
2/15/2022,22100873,1610612756,1610612746,2021,1610612756,103,0.489,0.7,0.32,30,52,1610612746,96,0.412,0.667,0.286,26,46,1
2/14/2022,22100858,1610612764,1610612765,2021,1610612764,103,0.471,0.778,0.31,21,45,1610612765,94,0.376,0.815,0.348,19,44,1
2/14/2022,22100859,1610612751,1610612758,2021,1610612751,109,0.512,0.933,0.346,25,49,1610612758,85,0.344,0.778,0.257,12,43,1
2/14/2022,22100860,1610612752,1610612760,2021,1610612752,123,0.417,0.818,0.3,28,56,1610612760,127,0.5,0.667,0.382,28,46,0
2/14/2022,22100861,1610612741,1610612759,2021,1610612741,120,0.523,0.857,0.417,25,53,1610612759,109,0.478,0.714,0.3,28,33,1
2/14/2022,22100862,1610612749,1610612757,2021,1610612749,107,0.427,0.75,0.317,18,43,1610612757,122,0.455,0.737,0.419,30,58,0
2/14/2022,22100863,1610612740,1610612761,2021,1610612740,120,0.584,0.875,0.457,36,47,1610612761,90,0.305,0.774,0.235,8,44,1
2/14/2022,22100864,1610612743,1610612753,2021,1610612743,121,0.477,0.913,0.4,25,52,1610612753,111,0.44,0.87,0.282,24,42,1
2/14/2022,22100865,1610612762,1610612745,2021,1610612762,135,0.551,0.864,0.45,34,53,1610612745,101,0.422,0.679,0.324,23,33,1
2/14/2022,22100866,1610612746,1610612744,2021,1610612746,119,0.565,0.533,0.441,25,43,1610612744,104,0.453,0.769,0.39,23,38,1
2/13/2022,22100856,1610612738,1610612737,2021,1610612738,105,0.424,0.815,0.289,21,54,1610612737,95,0.366,1,0.316,18,48,1
2/13/2022,22100857,1610612754,1610612750,2021,1610612754,120,0.441,0.773,0.289,28,54,1610612750,129,0.512,0.893,0.529,23,38,0
2/12/2022,22100845,1610612757,1610612752,2021,1610612757,112,0.476,0.85,0.375,29,51,1610612752,103,0.383,0.853,0.308,19,41,1
2/12/2022,22100846,1610612766,1610612763,2021,1610612766,118,0.402,0.788,0.311,28,53,1610612763,125,0.49,0.606,0.333,31,57,0
2/12/2022,22100847,1610612764,1610612758,2021,1610612764,110,0.466,0.714,0.342,26,32,1610612758,123,0.566,0.862,0.429,27,42,0
2/12/2022,22100848,1610612740,1610612759,2021,1610612740,114,0.494,0.85,0.344,22,46,1610612759,124,0.505,0.842,0.378,26,34,0
2/12/2022,22100849,1610612755,1610612739,2021,1610612755,103,0.481,0.81,0.455,24,40,1610612739,93,0.468,0.867,0.333,21,34,1
2/12/2022,22100850,1610612761,1610612743,2021,1610612761,109,0.489,0.647,0.353,22,35,1610612743,110,0.464,0.857,0.378,28,50,0
2/12/2022,22100851,1610612748,1610612751,2021,1610612748,115,0.5,0.793,0.345,20,52,1610612751,111,0.452,0.682,0.3,16,41,1
2/12/2022,22100852,1610612741,1610612760,2021,1610612741,106,0.449,0.826,0.28,20,57,1610612760,101,0.386,0.733,0.306,22,43,1
2/12/2022,22100853,1610612742,1610612746,2021,1610612742,97,0.412,0.632,0.385,16,44,1610612746,99,0.524,0.545,0.318,23,42,0
2/12/2022,22100854,1610612744,1610612747,2021,1610612744,117,0.444,0.735,0.316,24,50,1610612747,115,0.466,0.667,0.407,25,48,1
2/12/2022,22100855,1610612756,1610612753,2021,1610612756,132,0.524,0.7,0.441,40,52,1610612753,105,0.425,0.667,0.366,25,44,1
2/11/2022,22100838,1610612765,1610612766,2021,1610612765,119,0.471,0.611,0.343,32,45,1610612766,141,0.557,0.652,0.429,36,51,0
2/11/2022,22100839,1610612754,1610612739,2021,1610612754,113,0.472,0.688,0.474,25,38,1610612739,120,0.531,0.833,0.375,20,32,0
2/11/2022,22100840,1610612755,1610612760,2021,1610612755,100,0.387,0.808,0.269,19,55,1610612760,87,0.389,0.917,0.171,21,52,1
2/11/2022,22100841,1610612737,1610612759,2021,1610612737,121,0.456,0.867,0.326,28,49,1610612759,136,0.556,0.857,0.563,37,41,0
2/11/2022,22100842,1610612738,1610612743,2021,1610612738,108,0.396,0.733,0.27,24,54,1610612743,102,0.433,0.722,0.25,23,52,1
2/11/2022,22100843,1610612741,1610612750,2021,1610612741,134,0.632,0.769,0.452,32,43,1610612750,122,0.5,0.813,0.325,32,32,1
2/11/2022,22100844,1610612762,1610612753,2021,1610612762,114,0.449,0.875,0.317,22,50,1610612753,99,0.44,0.75,0.371,23,40,1
2/10/2022,22100831,1610612765,1610612763,2021,1610612765,107,0.436,0.857,0.2,27,40,1610612763,132,0.478,0.69,0.5,32,60,0
2/10/2022,22100832,1610612764,1610612751,2021,1610612764,113,0.506,0.889,0.355,29,41,1610612751,112,0.464,0.857,0.345,19,42,1
2/10/2022,22100833,1610612740,1610612748,2021,1610612740,97,0.424,0.875,0.268,19,39,1610612748,112,0.481,0.857,0.313,25,43,0
2/10/2022,22100834,1610612745,1610612761,2021,1610612745,120,0.524,0.6,0.421,25,41,1610612761,139,0.546,0.818,0.385,25,37,0
2/10/2022,22100835,1610612742,1610612746,2021,1610612742,112,0.487,0.852,0.333,19,41,1610612746,105,0.481,0.72,0.391,24,31,1
2/10/2022,22100836,1610612756,1610612749,2021,1610612756,131,0.567,0.69,0.3,35,43,1610612749,107,0.455,0.68,0.263,18,39,1
2/10/2022,22100837,1610612744,1610612752,2021,1610612744,114,0.462,0.882,0.333,27,38,1610612752,116,0.433,0.727,0.389,24,51,0
2/9/2022,22100825,1610612739,1610612759,2021,1610612739,105,0.476,0.75,0.429,18,51,1610612759,92,0.384,0.727,0.242,24,46,1
2/9/2022,22100826,1610612766,1610612741,2021,1610612766,109,0.43,0.696,0.302,26,43,1610612741,121,0.561,0.684,0.485,27,40,0
2/9/2022,22100827,1610612760,1610612761,2021,1610612760,98,0.414,0.857,0.298,28,45,1610612761,117,0.511,1,0.371,22,45,0
